text,created_at,author_id,likes,retweets,replies,text_cleaned,finbert_label,finbert_confidence
$STRC is going to take Bitcoin to a million dollars. 🚀,2026-03-11 01:42:12+00:00,,0,0,0,is going to take bitcoin to a million dollars,neutral,0.8294491171836853
"Major btc crash coming. 
#btc",2026-03-11 01:42:11+00:00,,2,0,0,major btc crash coming btc,negative,0.5378459692001343
"The CEO of Starcloud, a company reportedly backed by Nvidia, has announced plans for its Starcloud-2 project to undertake Bitcoin mining operations in space. This initiative is positioned as a potential first for extraterrestrial cryptocurrency mining.

This statement emerges https://t.co/39LluIf0iw",2026-03-11 01:42:08+00:00,,14,0,13,the ceo of starcloud a company reportedly backed by nvidia has announced plans for its starcloud2 project to undertake bitcoin mining operations in space this initiative is positioned as a potential first for extraterrestrial cryptocurrency mining this statement emerges,neutral,0.6317951083183289
"Something I don’t hear: IF this is a normal bear, AND we continue getting diminishing BTC returns

The next peak in 2029 is what, 180? Whoop de do

My money’s on not-a-normal-bear. I think it’s shorter, and yes, I *still* think 4yr cycles eventually die. They just make no sense",2026-03-11 01:41:34+00:00,,0,0,0,something i dont hear if this is a normal bear and we continue getting diminishing btc returns the next peak in 2029 is what 180 whoop de do my moneys on notanormalbear i think its shorter and yes i still think 4yr cycles eventually die they just make no sense,neutral,0.5927920341491699
"🚨⚠️ DO NOT GET DISTRACTED BY THIS FAKE WAR. YOU HAVE THINGS TO DO.

-GOLD hit $5400 this month 
-BTC went from $62k -&gt; $74k
-CRUDE OIL went from $63 -&gt; $119 in 12 days 
-Ai is taking over jobs and replacing people.

But you are still broke talking about Iran. 

WAKE UP! https://t.co/izRefw9Ht5",2026-03-11 01:41:31+00:00,,1,0,0,do not get distracted by this fake war you have things to do gold hit this month btc went from gt crude oil went from gt in 12 days ai is taking over jobs and replacing people but you are still broke talking about iran wake up,neutral,0.62795490026474
"✨ AI SIGNAL: $VELODROME
🔴 SHORT
📥 0.016133
🎯 0.015488
⛔ 0.016328
⚖️ 10x

#VELODROME #blockchain #markets #btc #investing #portfolio #marketnews #technicalanalysis
📊 Follow our signals at https://t.co/svWA07Lj0m",2026-03-11 01:41:26+00:00,,0,0,0,ai signal short 0016133 0015488 0016328 10x velodrome blockchain markets btc investing portfolio marketnews technicalanalysis follow our signals at,neutral,0.9413614869117737
"BTC back below 70k, $MSTR still chipping in the overnight. Will we see a meaningful break out to $150 in March ? https://t.co/3OWtzt8sIr",2026-03-11 01:41:23+00:00,,1,0,3,btc back below 70k still chipping in the overnight will we see a meaningful break out to in march,positive,0.8996847867965698
"Crypto is the only market where people laugh at you when you’re early…

and beg you for advice when you’re rich.

We’re still early. 📈

#Crypto #Bitcoin",2026-03-11 01:41:12+00:00,,0,0,0,crypto is the only market where people laugh at you when youre early and beg you for advice when youre rich were still early crypto bitcoin,neutral,0.8102167844772339
$btc or $eth ? Explain,2026-03-11 01:41:10+00:00,,5,0,1,or explain,neutral,0.8612551689147949
"Bitwise CIO reiterates bitcoin price could reach $1 million as he compares it to gold

https://t.co/telN0SmqhU",2026-03-11 01:41:07+00:00,,57,2,11,bitwise cio reiterates bitcoin price could reach million as he compares it to gold,neutral,0.800571620464325
"🚨 Crypto Price Prediction Today 10 March – XRP, Bitcoin, Ethereum
The price of Bitcoin is holding above $70,000 despite the high-stakes war between the United States ...

Source: https://t.co/fZgXiXmfdL
#Bitcoin",2026-03-11 01:40:54+00:00,,0,1,0,crypto price prediction today 10 march xrp bitcoin ethereum the price of bitcoin is holding above 000 despite the highstakes war between the united states source bitcoin,positive,0.8632524013519287
"Best price prediction for $XRP $XLM $HBAR $FLR $ICP $WLFI $KITE

It will follow $BTC https://t.co/HpHSP3LEet",2026-03-11 01:40:54+00:00,,0,0,0,best price prediction for it will follow,neutral,0.9214975833892822
"10 more meme coins with possible monthly moves
1️⃣ WIF: 20–60% 📈
2️⃣ BRETT: 25–70% 🔥
3️⃣ NOT: 30–80% ⚡
4️⃣ BOME: 20–50% 
5️⃣ DOG: 15–40% 
6️⃣ LILPEPE: 30–90% 
7️⃣ Bitcoin Hyper (presale): 40–100% 
8️⃣ DeepSnitch AI: 30–80% 
9️⃣ https://t.co/zAuG4HpAAd: 20–60% 💥
🔟 Emerging : 30–100%",2026-03-11 01:40:49+00:00,,1,0,0,10 more meme coins with possible monthly moves 1 wif 2060 2 brett 2570 3 not 3080 4 bome 2050 5 dog 1540 6 lilpepe 3090 7 bitcoin hyper presale 40100 8 deepsnitch ai 3080 9 2060 emerging 30100,neutral,0.9135419130325317
"BTC at $69912.03, bearish (50W MA: $98300.19). Monitor price action. No clear take-out signal yet. #Bitcoin https://t.co/udbVIkAOkW",2026-03-11 01:40:49+00:00,,0,0,0,btc at 03 bearish 50w ma 19 monitor price action no clear takeout signal yet bitcoin,neutral,0.870404064655304
"GM ! Today's plan for $EUR
$btc $eth $bnb #BTC https://t.co/rkUss60mTy",2026-03-11 01:40:46+00:00,,0,0,0,gm todays plan for btc,neutral,0.9401103854179382
Crypto is going to have an interesting few months $sol $eth $btc $shib $spa $swftc,2026-03-11 01:40:41+00:00,,1,0,0,crypto is going to have an interesting few months,neutral,0.8222830891609192
"Is it a dip? Is it the end? Who cares. BTC to $100k or $0, there is no in-between. My portfolio is screaming and I’m just vibing.",2026-03-11 01:40:39+00:00,,0,0,0,is it a dip is it the end who cares btc to or there is no inbetween my portfolio is screaming and im just vibing,neutral,0.6593465209007263
"1 BTC = $69,929.63
1 ETH = $2,030.81
1 BNB = $643.18
1 SOL = $85.86
1 LINK = $8.98
 INVEST NOW!!
$BTC $ETH $BNB $SOL $LINK #Bitcoin #Crypto #Bull #HODL",2026-03-11 01:40:35+00:00,,0,0,0,1 btc 92963 1 eth 03081 1 bnb 18 1 sol 86 1 link 98 invest now bitcoin crypto bull hodl,neutral,0.8760995864868164
BTC is going to 20K,2026-03-11 01:40:21+00:00,,0,0,0,btc is going to 20k,neutral,0.9188528060913086
Bitcoin priced in Gold. https://t.co/qOir0FP8a9,2026-03-11 01:40:08+00:00,,1,0,1,bitcoin priced in gold,neutral,0.91475510597229
"If you’ve been scammed on YouTube, WhatsApp, Telegram, or any social media platform — or if you’ve fallen victim to #CryptoScam and lost assets like #BTC, #USDT, #XRP, or other cryptocurrencies — DM me right now for professional guidance

#Crypto #CryptoRecovery #CryptoMarket",2026-03-11 01:40:06+00:00,,0,0,0,if youve been scammed on youtube whatsapp telegram or any social media platform or if youve fallen victim to cryptoscam and lost assets like btc usdt xrp or other cryptocurrencies dm me right now for professional guidance crypto cryptorecovery cryptomarket,neutral,0.7872902154922485
"🪙 BTC: $85K support holding. Funding flat. Not overheated. Accumulation phase. Range $82-92K until broken.

#Markets #Trading",2026-03-11 01:40:03+00:00,,0,0,0,btc support holding funding flat not overheated accumulation phase range 92k until broken markets trading,neutral,0.8896268010139465
"Btc study V4.0

EXECUTIVE SIGNAL METER
• SCORE: 0/100
• VERDICT: WEAK / NO TRADE (Chop/Risk)
• Dominant Driver: SHOELACE
• Waterfall Level: RANGE/CHOP (&lt;35)
• State: NORMAL
• Vacuum: FALSE
• CaptureOverlay: TRUE
• Intuition: LOCKED (Volatile)

1. STRUCTURAL GEOMETRY
•",2026-03-11 01:40:02+00:00,,0,0,0,btc study v40 executive signal meter score 0100 verdict weak no trade choprisk dominant driver shoelace waterfall level rangechop lt35 state normal vacuum false captureoverlay true intuition locked volatile 1 structural geometry,neutral,0.8854511380195618
BUY BITCOIN! https://t.co/S9HZj6LxaG,2026-03-11 01:40:01+00:00,,0,0,0,buy bitcoin,neutral,0.93736332654953
Bitcoin’s hash rate indicates network security.,2026-03-11 01:39:42+00:00,,0,0,0,bitcoins hash rate indicates network security,neutral,0.8997159600257874
"$CLANKER long @ 27.50

TP: 35-40

#BBB26 #WWENXT          #BTC #ETH #Crypto 

JOIN THE BEST CRYPTO TRADING GROUP CLICK ⬇️ 
https://t.co/FJnqVq4425 https://t.co/QgaRCwB3gi",2026-03-11 01:39:31+00:00,,0,0,0,long 2750 tp 3540 bbb26 wwenxt btc eth crypto join the best crypto trading group click,neutral,0.8691298961639404
"Bitcoin climbs as geopolitical tensions ease and ETF inflows surge, with Ethereum and top altcoins rallying; key support levels and risk signals outlined.

https://t.co/JlhttZ8o6s",2026-03-11 01:39:30+00:00,,0,0,0,bitcoin climbs as geopolitical tensions ease and etf inflows surge with ethereum and top altcoins rallying key support levels and risk signals outlined,positive,0.9371495246887207
"Last night my txn went through on the bitcoin blockchain 

It held an inscription for a gallery I made

Its a gallery of my Grandmas collection

I kind of wrestled with it for a bit ... for one, 99.99% of what I or my family has or will put on Bitcoin is connected through parent https://t.co/2VwsdKa8yf",2026-03-11 01:39:25+00:00,,25,8,3,last night my txn went through on the bitcoin blockchain it held an inscription for a gallery i made its a gallery of my grandmas collection i kind of wrestled with it for a bit for one 9999 of what i or my family has or will put on bitcoin is connected through parent,neutral,0.9229773283004761
"The war has driven up oil prices, and Bitcoin has followed suit. This isn't about safe-haven demand; it's a reflection of market sentiment fluctuations.",2026-03-11 01:39:23+00:00,,0,0,0,the war has driven up oil prices and bitcoin has followed suit this isnt about safehaven demand its a reflection of market sentiment fluctuations,neutral,0.8523429036140442
"in times of uncertainty you buy things that you know will last

buy bitcoin",2026-03-12 01:42:42+00:00,,1,0,2,in times of uncertainty you buy things that you know will last buy bitcoin,neutral,0.9384141564369202
Possible scenarios for $BTC I keep an eye on. Break above trendline resistance long. Break below support short into daily support trendline https://t.co/q2UqR0RMa3,2026-03-12 01:42:39+00:00,,2,0,0,possible scenarios for i keep an eye on break above trendline resistance long break below support short into daily support trendline,neutral,0.9146822690963745
"Bitcoin’s $DOG is fully,
100% Decentralized https://t.co/cb2E9HWsRg",2026-03-12 01:42:36+00:00,,102,31,3,bitcoins is fully 100 decentralized,neutral,0.9073421955108643
"Since the liquidity sweep hit, the weekly candle for $BTC is flashing every warning signal. Are you protecting capital or donating it?
#web3",2026-03-12 01:42:33+00:00,,1,1,0,since the liquidity sweep hit the weekly candle for is flashing every warning signal are you protecting capital or donating it web3,neutral,0.9282239675521851
"Bitcoin is boring, 888, Rune 4 🟧 and more!
https://t.co/0qoMRBpI3s",2026-03-12 01:42:07+00:00,,15,9,3,bitcoin is boring 888 rune 4 and more,neutral,0.914423942565918
"$MEME USDT Perp Trade Setup

Price: 0.0005841
Timeframe: 15m
Bias: Long

EP: 0.0005820 – 0.0005860

TP1: 0.0005920
TP2: 0.0006000
TP3: 0.0006150

SL: 0.0005790

  #HODLs #BBB26 #BTC #Crypto #PIPPKIN 

Join Our Official Telegram Channel ➡️ https://t.co/1jWMk88NF0 https://t.co/9Ls4O00uIB",2026-03-12 01:42:01+00:00,,0,0,0,usdt perp trade setup price 00005841 timeframe 15m bias long ep 00005820 00005860 tp1 00005920 tp2 00006000 tp3 00006150 sl 00005790 hodls bbb26 btc crypto pippkin join our official telegram channel,neutral,0.939529299736023
"~20,000,000 Bitcoin have already been mined.

Only ~1,000,000 BTC remain until the hard cap of 21M.

And the crazy part?
That last 1M will take over 100 years to mine because of Bitcoin’s halving schedule.

Absolute digital scarcity.",2026-03-12 01:41:42+00:00,,0,0,0,20000000 bitcoin have already been mined only 1000000 btc remain until the hard cap of 21m and the crazy part that last 1m will take over 100 years to mine because of bitcoins halving schedule absolute digital scarcity,neutral,0.8473567366600037
"BTC refusing to die below 70k like a true diamond hands legend 💎🙌
While alts bleed and normies panic-sell... Bitcoin just chilling at 70K support like 'not today bears' 😤
Who else is stacking more sats on this dip? 📈🚀
#Bitcoin #BTC #HODL #Crypto https://t.co/Lt268Uo3V1",2026-03-12 01:41:41+00:00,,4,1,1,btc refusing to die below 70k like a true diamond hands legend while alts bleed and normies panicsell bitcoin just chilling at 70k support like not today bears who else is stacking more sats on this dip bitcoin btc hodl crypto,neutral,0.8646291494369507
"After that brutal rejection candle, every signal on $FIL looks absolutely cooked. Are you protecting capital or donating it?
#bitcoin",2026-03-12 01:41:27+00:00,,2,2,0,after that brutal rejection candle every signal on looks absolutely cooked are you protecting capital or donating it bitcoin,neutral,0.926846444606781
Bitcoin is so useless I can't even wipe my ass with it.,2026-03-12 01:41:16+00:00,,0,0,1,bitcoin is so useless i cant even wipe my ass with it,negative,0.6795362830162048
"Why I think #Bitcoin has topped and has already started slowly roll over down:
1) GOLD/BTC looking bullish again and almost completed, if not already completed 3 wave correction
2) #GOLD inverted chart looks like it's in the process of making wave 2 of the main (yellow) wave 2. https://t.co/1NiMhBXhua",2026-03-12 01:41:10+00:00,,14,2,4,why i think bitcoin has topped and has already started slowly roll over down 1 goldbtc looking bullish again and almost completed if not already completed 3 wave correction 2 gold inverted chart looks like its in the process of making wave 2 of the main yellow wave 2,neutral,0.6182665228843689
"The flame is lit. 🔥
​Bitcoin just served up that flash sale we were waiting for. If you aren't grabbing the dip, you aren't paying attention. The heat is rising—don't get left in the cold. ⚡️₿
​#Bitcoin #BTC #Crypto #BuyTheDip #Ky https://t.co/t2SPtlwycI",2026-03-12 01:41:08+00:00,,0,0,0,the flame is lit bitcoin just served up that flash sale we were waiting for if you arent grabbing the dip you arent paying attention the heat is risingdont get left in the cold bitcoin btc crypto buythedip ky,neutral,0.9304184317588806
"🚀 ""I'd say the economy is 10 times its current size in 10 years. 10x in 10 years."" 
– Elon Musk

If that’s true, scarce assets should reprice with it.

Bitcoin has a fixed supply (21M).
If global wealth grows 10× and BTC simply maintains its relative share of value, the math",2026-03-12 01:41:07+00:00,,0,0,0,id say the economy is 10 times its current size in 10 years 10x in 10 years elon musk if thats true scarce assets should reprice with it bitcoin has a fixed supply 21m if global wealth grows 10 and btc simply maintains its relative share of value the math,neutral,0.7956531643867493
"Will the Fed decrease interest rates by 50+ bps after the March 2026 meeting?
🚨 $6.97M volume in 24h — capital surging into “No” (99.9%) as consensus solidifies 🐋
Liquidity: $6.97M | Total vol: $124.29M
Macro-relevant ahead of March 2026 — watch BTC, DeFi yields &amp; stablecoin",2026-03-12 01:41:05+00:00,,0,0,0,will the fed decrease interest rates by 50 bps after the march 2026 meeting 97m volume in 24h capital surging into no 999 as consensus solidifies liquidity 97m total vol 29m macrorelevant ahead of march 2026 watch btc defi yields amp stablecoin,negative,0.663634717464447
"Speaker Announcement, George Bodine!

@Jethroe111 is a former Navy F-18 Hornet pilot, Top Gun instructor and staunch Bitcoin advocate with great wisdom from his eventful life.

Get your tickets https://t.co/JkkknwUcHj
#BTC #bitcoinconference https://t.co/mLqqV6TeZB",2026-03-12 01:41:00+00:00,,15,2,2,speaker announcement george bodine is a former navy f18 hornet pilot top gun instructor and staunch bitcoin advocate with great wisdom from his eventful life get your tickets btc bitcoinconference,neutral,0.8566821813583374
"Bitcoin’s first block, known as the Genesis Block, marked the beginning of blockchain technology and a decentralized financial revolution.",2026-03-12 01:40:58+00:00,,0,0,0,bitcoins first block known as the genesis block marked the beginning of blockchain technology and a decentralized financial revolution,neutral,0.8744572401046753
"🚨 Short-Term Bounce Setup 🚨

📊 Pair: $DOT /USDT (Perp)
💰 Entry Zone: $1.50 – $1.51

🎯 Targets:
TP1: $1.54
TP2: $1.58
TP3: $1.63

🛑 Stop Loss: $1.47

  #HODLs #BBB26 #BTC #Crypto #PIPPKIN 

Join Our Official Telegram Channel ➡️ https://t.co/1jWMk88NF0",2026-03-12 01:40:53+00:00,,0,0,0,shortterm bounce setup pair usdt perp entry zone 50 51 targets tp1 54 tp2 58 tp3 63 stop loss 47 hodls bbb26 btc crypto pippkin join our official telegram channel,neutral,0.9258382320404053
"March 12 Hong Kong Stocks Morning Brief🚀  
Market Recap👇
Inflation cooling fails to offset oil market panic; major indices under pressure.  

#Gold stocks broadly decline, with Harmony Gold plunging nearly 11% post-earnings; #silver drops 3%, while Bitcoin stabilizes around",2026-03-12 01:40:48+00:00,,2,0,2,march 12 hong kong stocks morning brief market recap inflation cooling fails to offset oil market panic major indices under pressure gold stocks broadly decline with harmony gold plunging nearly 11 postearnings silver drops 3 while bitcoin stabilizes around,negative,0.961341917514801
"$BIGTIME | GOING HIGHER!🚀

https://t.co/v34XC4RPni

$ASTER $ICP $ZK $ZEC $DASH $XPL $PENGU $TAO $COAI $BTC $DGB $VIRTUAL $HYPE $SOL $PUMP $ETH $TRUMP $ROSE $DOGE $MYX $TRON $ZEC $TRX https://t.co/9iCcVvVXCW",2026-03-12 01:40:44+00:00,,0,0,0,going higher,neutral,0.8516568541526794
"📈Pump Alert! - CATI/USDT on Binance! Price increase: 8.43% | Volume: +77.50%
$CATI $USDT #binance #bitcoin #cryptoalerts

More Pump Alerts on https://t.co/S2zCFa1fTD 🚀 https://t.co/vLfhe4dkko",2026-03-12 01:40:44+00:00,,2,0,0,pump alert catiusdt on binance price increase 843 volume 7750 binance bitcoin cryptoalerts more pump alerts on,neutral,0.8733491897583008
"Starting to see FUD about MSTR selling STRC to companies, particularly other treasuries… apparently this is too risky and will lead to ruin.

Ever looked at what central banks do with fiat? 

I’d rather this be built on bitcoin.",2026-03-12 01:40:43+00:00,,3,0,0,starting to see fud about mstr selling strc to companies particularly other treasuries apparently this is too risky and will lead to ruin ever looked at what central banks do with fiat id rather this be built on bitcoin,negative,0.5964139699935913
"1 BTC = $69,874.24
1 ETH = $2,046.91
1 BNB = $649.05
1 SOL = $86.23
1 LINK = $8.95
 INVEST NOW!!
$BTC $ETH $BNB $SOL $LINK #Bitcoin #Crypto #Bull #HODL",2026-03-12 01:40:36+00:00,,0,0,0,1 btc 87424 1 eth 04691 1 bnb 05 1 sol 23 1 link 95 invest now bitcoin crypto bull hodl,neutral,0.872297465801239
"Global cryptocurrency markets witnessed a significant shift on Tuesday as the Bitcoin price fell below the psychologically important $70,000 threshold. #BITCOIN #CRYPTOCURRENCY #Finance #MarketAnalysis #trading
https://t.co/VSuia90DNg https://t.co/4vfGumhtvI",2026-03-12 01:40:26+00:00,,1,0,0,global cryptocurrency markets witnessed a significant shift on tuesday as the bitcoin price fell below the psychologically important 000 threshold bitcoin cryptocurrency finance marketanalysis trading,negative,0.7933294177055359
"I’ve been waiting for a good time to inject some liquidity back in the market. BTC might go down another 30% or so, but I think this is a great time to start building some positions in eth, BTC and SOL. Once the market comes back around I’ll diversify into riskier assets. NFA",2026-03-12 01:40:25+00:00,,0,0,1,ive been waiting for a good time to inject some liquidity back in the market btc might go down another 30 or so but i think this is a great time to start building some positions in eth btc and sol once the market comes back around ill diversify into riskier assets nfa,positive,0.4097500443458557
"Bitcoin coming back down here? 

I took the short at $70,103 on Bydfi. 

I love stacking Bitcoin longterm and trading in the current market environment. 

Are you trading right now or just stacking? https://t.co/QtqBDbqQ63",2026-03-12 01:40:25+00:00,,10,1,6,bitcoin coming back down here i took the short at 103 on bydfi i love stacking bitcoin longterm and trading in the current market environment are you trading right now or just stacking,neutral,0.9241508841514587
"if you wanna learn how to protect your cryptocurrency from capital gains tax, click the link to my bio and book an appointment with me and my team. We have the tools that the elite used to eliminate capital gains.#BITCOIN #usafyp #TRUMP #XRP #CRYPTO https://t.co/uyr0a7Kk1e",2026-03-12 01:40:24+00:00,,1,1,0,if you wanna learn how to protect your cryptocurrency from capital gains tax click the link to my bio and book an appointment with me and my team we have the tools that the elite used to eliminate capital gainsbitcoin usafyp trump xrp crypto,neutral,0.9098177552223206
"$SOLV  Trade Setup (Long) 🚀
🔹 Entry Zone: 0.00430 – 0.00450
🛑 Stop Loss: 0.00395
🎯 Targets:
• TP1: 0.0049
• TP2: 0.0054
• TP3: 0.0059

  #HODLs #BBB26 #BTC #Crypto #PIPPKIN 

Join Our Official Telegram Channel ➡️ https://t.co/1jWMk88NF0",2026-03-12 01:40:16+00:00,,0,0,0,trade setup long entry zone 000430 000450 stop loss 000395 targets tp1 00049 tp2 00054 tp3 00059 hodls bbb26 btc crypto pippkin join our official telegram channel,neutral,0.937814474105835
BTCUSD bitcoin USD elliott waves https://t.co/pXStgCrFYc,2026-03-12 01:40:11+00:00,,0,0,0,btcusd bitcoin usd elliott waves,neutral,0.9027664661407471
"Bitcoin, a digital asset with a fixed supply of 21 million, has remained unhacked for 17 years. This makes it a unique, limited currency unlike any before it. 

Full video here: https://t.co/7yBa3krVnF

#Bitcoin #DigitalAsset https://t.co/pUyH94Zj2z",2026-03-12 01:40:03+00:00,,2,0,0,bitcoin a digital asset with a fixed supply of 21 million has remained unhacked for 17 years this makes it a unique limited currency unlike any before it full video here bitcoin digitalasset,neutral,0.8703107833862305
"oil crashed 36% in 36 hours

bitcoin bounced to $71K

stablecoins hit $314B ATH

tradfi is falling apart and crypto keeps printing

if this doesn't tell you where the world is going nothing will",2026-03-12 01:39:58+00:00,,1,0,0,oil crashed 36 in 36 hours bitcoin bounced to stablecoins hit ath tradfi is falling apart and crypto keeps printing if this doesnt tell you where the world is going nothing will,negative,0.8322128057479858
i can promise if you leave another btc gone get me up 😂,2026-03-12 01:39:57+00:00,,0,0,0,i can promise if you leave another btc gone get me up,neutral,0.8721996545791626
"$ACX IGNITES: WHALES ARE LOADIN'! 🐋
Trade here 👇👇👇$ACX 

Entry: 0.058 - 0.062 
TP1: 0.067 
TP2: 0.073 
TP3: 0.082 
Stop Loss: 0.048 

  #HODLs #BBB26 #BTC #Crypto #PIPPKIN 

Join Our Official Telegram Channel ➡️ https://t.co/1jWMk88NF0",2026-03-12 01:39:57+00:00,,0,0,0,ignites whales are loadin trade here entry 0058 0062 tp1 0067 tp2 0073 tp3 0082 stop loss 0048 hodls bbb26 btc crypto pippkin join our official telegram channel,neutral,0.9349875450134277
"Utexo Bringing Native USDT to Bitcoin: A Major Step for the Bitcoin Ecosystem The Bitcoin ecosystem continues to evolve, and new innovations are expanding what possible on the world’s  secure blockchain. One of the  exciting recent developments is Utexo bringing USDT to Bitcoin. https://t.co/xS1L0R1GrG",2026-03-12 01:39:51+00:00,,0,0,0,utexo bringing native usdt to bitcoin a major step for the bitcoin ecosystem the bitcoin ecosystem continues to evolve and new innovations are expanding what possible on the worlds secure blockchain one of the exciting recent developments is utexo bringing usdt to bitcoin,neutral,0.5843979120254517
"Bitcoin was designed to be the most secure monetary network in the world, but when it comes to everyday payments, many people still rely on other blockchains. The reason isn’t security  it’s usability. Speed, fees, and integration have always been the biggest barriers.",2026-03-12 01:39:47+00:00,,1,0,5,bitcoin was designed to be the most secure monetary network in the world but when it comes to everyday payments many people still rely on other blockchains the reason isnt security its usability speed fees and integration have always been the biggest barriers,neutral,0.8942088484764099
"$ACX IGNITES: WHALES ARE LOADIN'! 🐋
Trade here 👇👇👇$ACX 

Entry: 0.058 - 0.062 
TP1: 0.067 
TP2: 0.073 
TP3: 0.082 
Stop Loss: 0.048 

  #HODLs #BBB26 #BTC #Crypto #PIPPKIN 

Ou",2026-03-12 01:39:44+00:00,,0,0,0,ignites whales are loadin trade here entry 0058 0062 tp1 0067 tp2 0073 tp3 0082 stop loss 0048 hodls bbb26 btc crypto pippkin ou,neutral,0.9157583117485046
"Some mornings I wake up and remember I don't have to check BTC first thing. Made $188 today instead. Faceless social media hustle. 1 hr. No face. That swap hits different. 
#Bitcoin $RED",2026-03-12 01:39:40+00:00,,0,0,0,some mornings i wake up and remember i dont have to check btc first thing made today instead faceless social media hustle 1 hr no face that swap hits different bitcoin,neutral,0.9123312830924988
"Why I think #Bitcoin has topped and has already started slowly roll over down:
1) GOLD/BTC looking bullish again and almost completed, if not already completed 3 wave correction
2) #GOLD inverted chart looks like it's in the process of making wave 2 of the main (yellow) wave 2. https://t.co/gJJkAoVESX",2026-03-12 01:39:35+00:00,,0,0,0,why i think bitcoin has topped and has already started slowly roll over down 1 goldbtc looking bullish again and almost completed if not already completed 3 wave correction 2 gold inverted chart looks like its in the process of making wave 2 of the main yellow wave 2,neutral,0.6182665228843689
"Bridges were the worst part of DeFi. Waiting 45 minutes hoping nothing breaks. Now with native swaps, it's instant. BTC to ETH in a flash.#Pact_Swap",2026-03-12 01:39:20+00:00,,0,0,0,bridges were the worst part of defi waiting 45 minutes hoping nothing breaks now with native swaps its instant btc to eth in a flashpact_swap,neutral,0.8784680962562561
"Best drop on Sui so far. 💧🌊 

🪂 eligible users: @Bobo_btc @005gudixelu @karmalrond4 
https://t.co/i9vmefilaa",2026-03-12 01:39:01+00:00,,0,0,0,best drop on sui so far eligible users,negative,0.7963205575942993
"#Bitcoin past $71K, XRP ETF hidden super fans revealed, GENIUS Act update. Our new short video, watch here: 
https://t.co/BsblhGRh74 

#Bitcoin2026 #XRP #Stablecoins",2026-03-12 01:39:00+00:00,,0,0,0,bitcoin past xrp etf hidden super fans revealed genius act update our new short video watch here bitcoin2026 xrp stablecoins,neutral,0.8964734673500061
Metaplanet Launches Bitcoin-Focused Venture Arm to Build Japan’s Digital Asset Infrastructure - https://t.co/V4BjRhQDMU https://t.co/mWHoPSMWfj,2026-03-12 01:39:00+00:00,,0,0,0,metaplanet launches bitcoinfocused venture arm to build japans digital asset infrastructure,neutral,0.8122686147689819
"$MEME - Looks like a strong upward move is imminent, some positive signals have emerged.

Long MEME
Entry: 0.00058 - 0.00059
SL: 0.00054
TP: 0.00063 - 0.00068 - 0.00075

  #HODLs #BBB26 #BTC #Crypto #PIPPKIN

Join Our Official Telegram Channel ➡️ https://t.co/1jWMk88NF0",2026-03-12 01:38:58+00:00,,0,0,0,looks like a strong upward move is imminent some positive signals have emerged long meme entry 000058 000059 sl 000054 tp 000063 000068 000075 hodls bbb26 btc crypto pippkin join our official telegram channel,neutral,0.8237894773483276
"👽 ET SIGNAL — BTC

🟡 SIGNAL: HOLD (53% confidence)
📈 24h Target: $72,349
🛡️ Support: $65,884 | Resistance: $70,227

Full analysis + ETH &amp; altcoin signals 👇
https://t.co/eqdJsOR36g

#Bitcoin #BTC #CryptoSignals #ETTrading",2026-03-12 01:38:53+00:00,,0,0,0,et signal btc signal hold 53 confidence 24h target 349 support 884 resistance 227 full analysis eth amp altcoin signals bitcoin btc cryptosignals ettrading,neutral,0.9214252829551697
"👽 ET NEWS ALERT

SEC, CFTC sign memo to regulate crypto, other markets in harmony

Source: CoinTelegraph

Alien interpretation:
Signal intercepted from Earth news. 👽

#Bitcoin #BTC #CryptoSignals #ETTrading #CryptoNews #Crypto",2026-03-12 01:38:52+00:00,,1,0,0,et news alert sec cftc sign memo to regulate crypto other markets in harmony source cointelegraph alien interpretation signal intercepted from earth news bitcoin btc cryptosignals ettrading cryptonews crypto,neutral,0.9146776795387268
"Michael Saylor's strategy through MSTR is one of the most aggressive in the Bitcoin market. The purchase of over 1,200 Bitcoin in one day is a clear indicator of Saylor's confidence in the cryptocurrency. Institutional demand for Bitcoin is on the rise! https://t.co/jN7MPzzeo0",2026-03-12 01:38:30+00:00,,42,7,4,michael saylors strategy through mstr is one of the most aggressive in the bitcoin market the purchase of over 1200 bitcoin in one day is a clear indicator of saylors confidence in the cryptocurrency institutional demand for bitcoin is on the rise,positive,0.8871932029724121
"🧱 No need for expensive machines anymore — Bitcell is revolutionizing Bitcoin mining!
  
  ⚡️ You can now mine Bitcoin from your mobile phone with @bitcell_app in just ONE click!

🔋 I just mined 12.00 $BTCL!

👉 Start mining now at https://t.co/PeM6euBEBy",2026-03-12 01:38:15+00:00,,0,0,0,no need for expensive machines anymore bitcell is revolutionizing bitcoin mining you can now mine bitcoin from your mobile phone with in just one click i just mined 1200 start mining now at,neutral,0.9016282558441162
"Public Bitcoin miners in the United States have made their choice, a variety of them committing capital to building out AI datacenters, and some even making full rebrands, distancing themselves from the orange coin. 

https://t.co/SG863fdbZp",2026-03-12 01:38:14+00:00,,0,0,1,public bitcoin miners in the united states have made their choice a variety of them committing capital to building out ai datacenters and some even making full rebrands distancing themselves from the orange coin,neutral,0.7998964190483093
